,glottocode,name,region,AES,EGIDS,L1_pop,L1_pop_prop,documentation,area
5410,sout2977,Southwestern Tepehuan,Central America,threatened,6a,8700,2337.527913,basic,3945.566265
5411,tobe1252,Tobelo,South-Eastern Asia,not endangered,5,27700,699.3405867,detailed,3853.006785
5412,yecu1235,Yecuatla Totonac,Central America,not endangered,7,500,4.521278734,detailed,55.61638627
5413,tala1285,Talaud,South-Eastern Asia,not endangered,6a,82000,646.3269019,basic,1018.334154
5414,tele1256,Telefol,Oceania,shifting,5,5400,1435.86778,detailed,1817.541199
5415,tofa1246,Tofanma,South-Eastern Asia,threatened,6a,250,27.14987753,little or none,477.8662014
5416,tlin1245,Tlingit,Northern America,nearly extinct,8a,630,2845.853703,detailed,7368.034003
5417,tali1258,Talinga-Bwisi,Africa,threatened,5,99400,522.656807,detailed,710.1512002
5418,talo1252,Taloki,South-Eastern Asia,shifting,7,550,6.587044455,little or none,54.21071547
5419,tete1250,Tetela,Africa,threatened,6a,750000,,detailed,74501.95578
5420,tolo1255,Tolomako,Oceania,shifting,6b,900,116.2236333,basic,158.703707
5421,talo1251,Talondo',South-Eastern Asia,shifting,6a,1200,17.10598123,little or none,12.41930064
5422,talo1250,Tasomi-Tata,Arab,shifting,8b,1500,209.3417583,basic,71.41998319
5423,filo1235,Filomeno Mata Totonac,Central America,not endangered,6a,15100,76.85510529,detailed,4.74321077
5424,tail1246,Muak,Asia,threatened,5,4960,158.3449861,basic,665.5762141
5425,tali1259,Talise,Oceania,not endangered,6a,12500,471.9400853,basic,1092.672741
5426,tamb1253,Tambotalo,Oceania,moribund,8a,50,4.33732,little or none,73.66521282
5427,telu1263,Teluti,South-Eastern Asia,not endangered,6a,17000,327.1699188,little or none,454.182519
5428,tule1244,Tulehu,South-Eastern Asia,shifting,7,18800,117.665383,basic,84.89998735
5429,tali1262,Taliabu,South-Eastern Asia,not endangered,6a,4520,95.7976033,basic,1498.843697
5430,kheh1237,Khehek,Oceania,not endangered,5,1600,63.47307572,little or none,197.4521527
5431,taly1247,North-Central Talysh,Arab,not endangered,4,912000,5245.339769,detailed,5259.807734
5432,tama1331,Tama (Chad),Arab,not endangered,6a,67900,1990.911231,basic,14534.60095
5433,katb1237,Avava,Oceania,threatened,6b,700,74.251508,detailed,121.3687849
5434,tuma1260,Tumak,Africa,not endangered,6a,25200,694.0235121,basic,2031.680286
5435,haru1245,Haruai,Oceania,shifting,5,2000,79.87128545,basic,231.1254453
5436,toba1268,Toba-Maskoy,South America,shifting,6b,1680,913.7070987,basic,1652.944029
5437,tern1248,Ternateño,South-Eastern Asia,extinct,10,0,0.0,detailed,738.3096564
5438,tutu1241,Tutuba,Oceania,shifting,6b,500,41.15616513,detailed,39.33900406
5439,sama1240,Samarokena,South-Eastern Asia,threatened,6b,400,163.8860154,little or none,378.9182199
5440,tamn1235,Tamnim Citak,South-Eastern Asia,not endangered,6a,290,46.24277728,little or none,766.1999166
5441,tait1248,Tai Thanh,South-Eastern Asia,not endangered,6a,20000,273.4487369,little or none,6443.239196
5442,tama1335,Taman (Indonesia),South-Eastern Asia,not endangered,6a,30000,3368.107238,little or none,699.1714843
5443,temo1243,Temoq,South-Eastern Asia,shifting,8b,0,0.0,little or none,1388.220917
5444,tuml1238,Tumleo,Oceania,shifting,6a,790,51.60272056,basic,38.00732461
5445,jewi1240,Jewish Babylonian Aramaic (ca. 200-1200 CE),Arab,extinct,9,0,0.0,detailed,114223.0642
5446,tima1241,Tima,Arab,shifting,6a,0,0.0,detailed,14.02061814
5447,tasm1246,Tasmate,Oceania,shifting,6b,150,29.68144235,little or none,248.794357
5448,iauu1242,Iau,South-Eastern Asia,not endangered,5,600,23.21737544,basic,2072.459057
5449,temb1272,Motembo-Kunda-Buja,Africa,not endangered,6a,5000,118.629354,basic,10932.86314
5450,tami1290,Tami,Oceania,not endangered,5,2100,81.92778493,basic,4.286083118
5451,tama1338,Tamanaku,South America,extinct,10,0,0.0,basic,21477.9177
5452,taca1256,Tacana,South America,shifting,7,1820,4986.749641,basic,6758.013933
5453,west2651,Western Tunebo,South America,shifting,6a,700,5.910445409,little or none,2383.108143
5454,tani1257,Tanimuca-Retuarã,South America,shifting,6b,300,654.302194,detailed,1379.169418
5455,ango1257,Angosturas Tunebo,South America,shifting,8b,50,2.207429574,basic,170.0348194
5456,toba1280,Tobanga,Africa,not endangered,6a,30000,680.3831003,basic,2589.698877
5457,maia1253,Maiani,Oceania,not endangered,5,3040,104.733799,basic,12.6888632
5458,kwam1252,Kwamera,Oceania,not endangered,5,3500,66.38324202,basic,85.78740386
5459,lena1238,Lenakel,Oceania,not endangered,5,11500,218.1163666,basic,68.76661681
5460,tabl1243,Tabla,South-Eastern Asia,moribund,8a,3750,60.07576663,basic,253.8950142
5461,nort2847,North Tanna,Oceania,not endangered,5,5000,126.5328188,basic,114.4212094
5462,whit1269,Whitesands,Oceania,shifting,7,7500,142.2498043,basic,138.0971763
5463,tain1254,Taino,Central America,extinct,9,0,0.0,little or none,3984.960272
5464,bedi1235,Bedik,Western Africa,shifting,5,3380,234.1538767,basic,614.9159834
5465,teni1244,Tenis,Oceania,moribund,8b,30,,little or none,0.805671883
5466,tont1239,Tontemboan,South-Eastern Asia,threatened,6b,150000,541.5348432,detailed,1900.886236
5467,tayk1238,Tay Khang,South-Eastern Asia,shifting,6b,200,13.9940835,little or none,153.8722992
5468,tang1330,Tangchangya,Southern Asia,not endangered,6a,21600,91.95220771,little or none,694.5375589
5469,tons1239,Tonsawang,South-Eastern Asia,threatened,7,20000,73.40087819,little or none,857.9070539
5470,tane1237,Tanema,Oceania,nearly extinct,8b,8,0.312803279,basic,206.8717501
5471,tong1320,Tongwe,Africa,threatened,6a,13000,1004.587118,little or none,3963.272082
5472,tong1308,Maniq,South-Eastern Asia,shifting,6a,195,1.406414264,basic,2520.282638
5473,toba1269,Toba,South America,threatened,6b,41510,3622.979675,detailed,61044.96117
5474,coyu1235,Coyutla Totonac,Central America,not endangered,5,48100,320.7433299,detailed,299.9563513
5475,toma1245,Toma,Western Africa,not endangered,5,220000,6062.27901,basic,4771.385781
5476,gizr1240,Gizrra,Oceania,shifting,5,1050,495.4895715,little or none,188.8695092
5477,tong1321,Tonga (Nyasa),Africa,not endangered,5,170000,1958.058917,basic,4581.008422
5478,gito1238,Gitonga,Africa,not endangered,5,375000,4980.985114,detailed,5868.31018
5479,tong1318,Tonga (Zambia),Africa,not endangered,2,1467000,35287.86233,detailed,83815.46124
5480,tojo1241,Tojolabal,Central America,shifting,5,34300,466.2392194,detailed,310.1546227
5481,tolo1259,Tolowa-Chetco,Northern America,extinct,8b,1,0.123939689,detailed,108.7472989
5482,tomb1243,Tombulu,South-Eastern Asia,shifting,7,60000,152.2038518,detailed,398.7495428
5483,tong1325,Tonga (Tonga Islands),Oceania,not endangered,1,96300,420.3034205,detailed,618.9946928
5484,xico1235,Xicotepec De Juárez Totonac,Central America,not endangered,7,3000,21.77214447,detailed,110.384228
5485,papa1238,Papantla Totonac,Central America,not endangered,5,80000,527.84188,basic,2400.936834
5486,topo1242,Toposa,Africa,not endangered,5,100000,1792.477355,basic,21919.85225
5487,togb1241,Togbo-Vara Banda,Africa,not endangered,6a,24000,11985.58313,detailed,9666.142645
5488,high1243,Highland Totonac,Central America,not endangered,5,120000,757.1533578,detailed,499.7813405
5489,thoo1240,Tho,South-Eastern Asia,not endangered,6a,68400,277.5314684,basic,2187.08533
5490,uppe1235,Upper Taromi,Southern Asia,shifting,7,0,0.0,basic,7122.267782
5491,jeme1245,Towa,Northern America,shifting,6b,1790,32.25150707,detailed,128.03755
5492,tobi1238,Tobian,Oceania,moribund,8a,22,,little or none,3.629205294
5493,topo1243,Topoiyo,South-Eastern Asia,moribund,8a,450,6.451024811,basic,5.58161121
5494,taup1242,Taupota,Oceania,not endangered,5,1280,88.59195737,little or none,116.3379929
5495,azoy1236,Azoyú Me'phaa,Central America,not endangered,7,590,11.49406618,basic,145.0178458
5496,tipp1239,Tippera,Southern Asia,not endangered,6a,85000,384.0915325,basic,4319.422743
5497,tarp1240,Tarpia,South-Eastern Asia,shifting,8a,630,41.05844082,little or none,160.8140354
5498,kula1280,Kula (Indonesia),South-Eastern Asia,threatened,6a,5000,66.17824692,basic,325.8735687
5499,tokp1240,Tok Pisin,Oceania,not endangered,1,122000,3384.435177,detailed,29367.93092
5500,tapi1253,Tapieté,South America,shifting,6b,2520,762.4252752,detailed,6504.110408
5501,tlac1237,Tlacoapa Me'phaa,Central America,not endangered,5,7500,98.44191222,little or none,716.1313357
5502,tamp1252,Tampulma,Western Africa,not endangered,5,16000,533.3441225,basic,424.9061613
5503,taip1250,Tai Pao,South-Eastern Asia,threatened,6a,3300,129.9002275,basic,212.5528435
5504,pisa1237,Pisaflores Tepehua,Central America,shifting,6a,4000,45.50579856,basic,62.07227545
5505,tukp1239,Tukpa,Southern Asia,shifting,6a,610,13.17334701,basic,199.9661384
5506,tupa1250,Tuparí,South America,shifting,8a,340,34.94184991,detailed,1643.912619
5507,tlac1235,Tlachichilco Tepehua,Central America,shifting,6b,3000,32.13038273,detailed,61.25098918
5508,tamp1251,Tampuan,South-Eastern Asia,moribund,6a,31000,931.5238368,basic,1798.638103
5509,tana1281,Tanapag,Oceania,shifting,7,10,0.036887365,little or none,0.822580431
5510,acat1239,Acatepec Me'phaa,Central America,not endangered,6a,40200,513.8474884,basic,1409.344773
5511,trum1247,Trumai,South America,nearly extinct,8a,51,134.9814736,detailed,2011.410667
5512,tinp1237,Tinputz,Oceania,not endangered,5,3900,97.83739856,basic,301.9594852
5513,temb1276,Tenetehara,South America,moribund,7,150,15.14244552,basic,741.8013224
5514,leha1243,Lehali,Oceania,shifting,6b,250,24.47527193,little or none,12.77933042
5515,turu1250,Turumsa,Oceania,nearly extinct,8b,5,3.49796367,little or none,0.640457385
5516,teni1238,Tenino,Northern America,nearly extinct,7,50,15.90748894,little or none,2288.48911
5517,toar1246,Toaripi,Oceania,not endangered,5,23000,2041.286745,detailed,2032.871756
5518,tomo1244,Tomoip,Oceania,not endangered,6a,700,97.15888753,little or none,735.7597381
5519,tunn1238,Tunni,Africa,threatened,6a,23000,1128.577456,detailed,9356.950343
5520,toro1251,Torona,Arab,extinct,9,2,0.212790918,basic,421.5833054
5521,west1511,Western Totonac,Central America,not endangered,6b,1610,10.81218898,basic,50.89616881
5522,touo1238,Touo,Oceania,shifting,6a,1870,169.1759369,basic,282.0662101
5523,tonk1249,Tonkawa,Northern America,extinct,9,0,0.0,detailed,97028.88085
5524,tira1253,Tirahi,Southern Asia,extinct,8b,100,0.392039884,basic,12397.33264
5525,tere1276,Terebu,Oceania,shifting,6b,130,5.896042423,little or none,6.902510783
5526,copa1237,Copala Triqui,Central America,threatened,5,25000,538.2957265,detailed,310.4091937
5527,turi1246,Turi,Southern Asia,shifting,8a,2000,7.303845434,little or none,819.9991538
5528,east2465,East Tarangan,South-Eastern Asia,not endangered,6a,6110,435.7060922,little or none,907.2435481
5529,lish1246,Lishán Didán,Arab,shifting,7,4230,3.633914622,detailed,1425.592339
5530,tura1265,Turaka,Oceania,moribund,8a,25,2.214191764,little or none,8.279335397
5531,trio1238,Trió,South America,shifting,5,2130,26628.88598,detailed,1114.626349
5532,tora1267,Toram,Africa,shifting,8a,8460,1180.933546,little or none,1517.502218
5533,treg1243,Tregami,Southern Asia,shifting,6a,3500,18.26280769,little or none,65.49011282
5534,trin1274,Trinitario,South America,shifting,7,5500,4115.201992,basic,6047.344506
5535,tara1313,Tarao,Southern Asia,shifting,6a,870,3.890555677,detailed,48.26744012
5536,kokb1239,Kok Borok,Southern Asia,threatened,4,783000,1177.255844,basic,8261.788979
5537,sanm1298,San Martín Itunyoso Triqui,Central America,threatened,5,2000,47.20312158,basic,47.7236048
5538,taus1253,Taushiro,South America,nearly extinct,8b,1,1.245479732,basic,1247.685179
5539,chic1273,Chicahuaxtla Triqui,Central America,threatened,6a,4060,99.84055006,basic,103.4723307
5540,tung1293,Tunggare,South-Eastern Asia,threatened,6b,500,30.20260186,little or none,1898.878507
5541,turo1239,Turoyo,Arab,threatened,6b,10000,123.4906979,detailed,221.9280804
5542,taro1264,Seediq,Asia,nearly extinct,4,20000,403.0488622,detailed,2292.758048
5543,torw1241,Torwali,Southern Asia,threatened,6a,80000,229.8345644,detailed,506.1713009
5544,trin1271,Tringgus-Sembaan Bidayuh,South-Eastern Asia,threatened,6b,850,7.628280163,little or none,74.80673736
5545,turu1249,Turung,Southern Asia,extinct,10,0,0.0,basic,3007.143117
5546,tora1263,Torá,South America,extinct,9,51,263.8567073,little or none,128496.4987
5547,tsaa1242,Tsaangi,Africa,not endangered,6a,22210,3736.352357,basic,3471.4191
5548,tsam1247,Tsamai,Africa,shifting,6a,18000,276.0503667,detailed,1343.296164
5549,tswa1255,Tswa,Africa,not endangered,5,1160000,302379.4816,basic,97983.1239
5550,tsak1248,Tsakonian,Europe,moribund,8a,200,6.384829521,detailed,1.345952383
5551,taus1251,Tausug,South-Eastern Asia,not endangered,3,1062000,25141.99269,detailed,9010.82026
5552,tsuv1243,Tsuvan,Africa,threatened,6a,2300,10.44454163,little or none,60.97509444
5553,nucl1649,Southern-Coastal Tsimshian,Northern America,nearly extinct,7,350,3361.625775,detailed,3089.540009
5554,tsha1245,Tshangla,Southern Asia,threatened,4,158200,1280.145118,detailed,7382.100968
5555,tsek1238,Tseku,Southern Asia,threatened,6a,12600,2882.266179,little or none,4562.092329
5556,tsun1242,Ts'ün-Lao,South-Eastern Asia,not endangered,6a,10000,215.0816011,little or none,108.4581059
5557,tswa1253,Tswana,Africa,not endangered,1,5181700,16753456.3,detailed,671377.3758
5558,tson1249,Tsonga,Africa,not endangered,1,3990000,813141.2978,detailed,105056.2926
5559,nort2787,Northern Toussian,Western Africa,not endangered,6b,19500,204.1263772,basic,1076.628694
5560,akei1237,Akei,Oceania,not endangered,6a,650,62.93195972,basic,482.4709514
5561,tsou1248,Tsou,Asia,shifting,6a,2130,11.29698426,detailed,976.20182
5562,tsog1243,Tsogo,Africa,not endangered,6a,12000,2531.962714,basic,7916.210343
5563,tsis1238,Salka-Tsishingini,Western Africa,not endangered,5,100000,1495.656709,detailed,5749.643923
5564,muba1238,Mubami,Oceania,not endangered,6a,1730,1217.249402,little or none,3367.622478
5565,pure1242,Purepecha,Central America,shifting,5,40000,211.0376521,detailed,2963.868543
5566,gaaa1245,Gaa,Western Africa,shifting,6a,10000,122.9861681,basic,346.8856093
5567,tekt1235,Tektiteko,Central America,shifting,5,4970,22.52279756,basic,152.7875707
5568,taua1242,Tauade,Oceania,not endangered,5,7000,900.3212753,basic,1787.687255
5569,bwan1241,Bwanabwana,Oceania,not endangered,5,2400,119.236468,little or none,36.43988271
5570,tuot1238,Tuotomb,Africa,shifting,7,1000,25.80640259,little or none,14.4633139
5571,tuto1241,Tutong,South-Eastern Asia,threatened,6b,16600,213.5578506,basic,411.4532044
5572,uppe1406,Upper Ta'oih,South-Eastern Asia,not endangered,6a,49900,2915.760785,basic,2456.855327
5573,toba1266,Tobati,South-Eastern Asia,moribund,8b,100,1.451121645,basic,132.9487452
5574,toor1238,Tooro,Africa,not endangered,5,488000,2082.181713,detailed,9433.427458
5575,toto1306,Totoro,South America,extinct,9,4,0.039304088,basic,2533.945321
5576,tote1238,Totela,Africa,threatened,6a,1120,290.9896456,basic,22409.17169
5577,nort2941,Northern Tutchone,Northern America,moribund,7,210,4217.311457,basic,554.5173048
5578,towe1240,Towei,South-Eastern Asia,shifting,8a,120,13.85328635,little or none,413.5503051
5579,lowe1395,Lower Ta'oih,South-Eastern Asia,not endangered,6a,15800,1185.086715,little or none,604.0100122
5580,tomb1245,Tombelala,South-Eastern Asia,shifting,6b,1100,46.81309429,basic,22.87685816
5581,tawa1286,Tawallammat Tamajaq,Western Africa,not endangered,6a,640000,173365.2153,detailed,240738.3512
5582,tera1251,Tera,Western Africa,not endangered,6a,101000,460.4921049,detailed,1985.994108
5583,nort2741,Northeastern Thai,South-Eastern Asia,not endangered,6a,15000000,94660.84749,detailed,167749.8408
5584,musl1236,Muslim Tat,Arab,moribund,7,28010,472.8659529,detailed,4470.578734
5585,tora1259,Torau,Oceania,threatened,6b,600,22.4249535,basic,63.91720095
5586,tita1241,Titan,Oceania,not endangered,6a,3850,152.7320886,basic,30.36578595
5587,long1406,Western Lowland Kenyah,South-Eastern Asia,shifting,6b,600,273.3834001,little or none,205.4946938
5588,sika1263,Sikaritai,South-Eastern Asia,not endangered,5,800,197.5995455,basic,911.4194145
5589,tsum1240,Tsum,Asia,shifting,6a,4790,246.9075421,basic,208.4234612
5590,wiar1238,Wiarumus,Oceania,moribund,8a,460,17.89849469,little or none,16.1998025
5591,tuba1278,Tübatulabal,Northern America,nearly extinct,8b,5,0.092755357,detailed,18702.47466
5592,mutu1242,Mutu,Oceania,not endangered,4,3500,171.8025069,basic,2.783588379
5593,tuxa1239,Tuxá,South America,extinct,9,1630,72.31025791,little or none,73073.70606
5594,tuyu1244,Tuyuca,South America,shifting,6b,940,582.098387,basic,945.4945181
5595,cent2150,Central Tunebo,South America,shifting,5,2500,114.2719347,detailed,3456.45954
5596,tuni1251,Tunia,Africa,shifting,6a,2260,89.21060133,basic,641.3622846
5597,taul1251,Taulil,Oceania,shifting,6b,2000,59.31629842,basic,11.221441
5598,tupu1244,Tupuri,Africa,not endangered,5,229000,1926.648658,detailed,3401.33295
5599,tugu1246,Tugutil,South-Eastern Asia,threatened,6a,2590,121.4713406,little or none,4335.898546
5600,turk1304,Turkmen,Asia,shifting,1,6930920,489759.1481,detailed,221601.4938
5601,tula1252,Tula,Western Africa,not endangered,6a,30000,151.3713902,basic,488.5222127
5602,tumb1250,Tumbuka,Africa,not endangered,4,2566000,58178.85542,detailed,38033.26855
5603,tuni1252,Tunica,Northern America,extinct,9,0,0.0,detailed,62939.18731
5604,tuca1252,Tucano,South America,threatened,5,6600,10505.45008,detailed,5277.873914
5605,teda1241,Tedaga,Arab,threatened,6a,40500,117046.906,basic,435889.9996
5606,nucl1301,Turkish,Arab,not endangered,1,67482800,2592399.269,detailed,618194.722
5607,tusc1257,Tuscarora,Northern America,nearly extinct,8b,9,0.03974403,detailed,354.648788
5608,turk1308,Turkana,Africa,not endangered,5,989000,40570.88588,detailed,59581.77714
5609,tuxi1238,Tuxináwa,South America,extinct,10,0,0.0,little or none,26867.99323
5610,tuge1241,Tugen,Africa,not endangered,6a,140000,590.5453374,basic,5058.286981
5611,turk1306,Turka,Western Africa,not endangered,6a,37000,525.7914166,basic,1500.171098
5612,vagh1249,Vaghua,Oceania,not endangered,6a,1960,159.4847062,little or none,370.3628147
5613,tsuv1239,Tsuvadi,Western Africa,not endangered,6a,130000,1502.121158,basic,6397.035503
5614,sout2859,Southeast Ambrym,Oceania,not endangered,5,3700,293.184822,basic,247.9097413
5615,tuva1244,Tuvalu,Oceania,threatened,3,10700,,detailed,27.89197656
5616,tela1241,Tela-Masbuar,South-Eastern Asia,not endangered,6b,1050,58.2951796,little or none,20.17981101
5617,tavo1242,Tavoyan,South-Eastern Asia,not endangered,6a,400000,10287.35106,basic,8993.762081
5618,tido1248,Tidore,South-Eastern Asia,not endangered,6a,26000,565.0864804,detailed,773.9574207
5619,tave1240,Taveta,Africa,not endangered,5,21000,151.5553673,little or none,730.4433788
5620,tuts1235,Tutsa Naga,Southern Asia,not endangered,6a,25000,171.7145555,basic,749.2875973
5621,sedo1237,Sedoa,South-Eastern Asia,threatened,5,900,16.58649318,little or none,118.7167195
5622,timo1258,Timor Pidgin,South-Eastern Asia,extinct,10,0,0.0,basic,467.8740521
5623,twan1247,Twana,Northern America,extinct,9,350,25.91397964,basic,13157.24231
5624,west2559,Western Tawbuid,South-Eastern Asia,not endangered,5,6810,64.85558711,little or none,364.9511015
5625,teiw1235,Teiwa,South-Eastern Asia,shifting,6a,4000,50.07286386,detailed,181.5132325
5626,nort1550,Taos Northern Tiwa,Northern America,shifting,7,1070,202.6107778,basic,348.0690716
5627,tere1277,Tereweng,South-Eastern Asia,threatened,6a,800,10.6735677,little or none,15.44548896
5628,taid1250,Tai Dón,Asia,not endangered,6a,495000,7886.331317,basic,11934.96077
5629,tawa1270,Tawara,Africa,not endangered,6a,60000,2601.769415,basic,10405.4062
5630,twen1242,Cambap-Langa,Africa,moribund,8a,30,0.881794736,basic,21.53030683
5631,tswa1237,Tswapong,Africa,shifting,6a,2000,348.8006483,little or none,15717.34536
5632,eree1241,Ere,Oceania,not endangered,6a,1030,40.86079252,little or none,82.60439764
5633,tasa1240,Tasawaq,Western Africa,shifting,6a,8000,6186.774111,basic,553.6719644
5634,sout2971,Southwestern Tarahumara,Central America,threatened,8a,100,12.21322175,little or none,1209.518207
5635,turi1247,Turiwára,South America,extinct,9,30,0.940247732,little or none,79280.30862
5636,term1237,Termanu,South-Eastern Asia,not endangered,6a,30000,265.4929241,detailed,347.994259
5637,tuwa1242,Tuwari,Oceania,moribund,6a,360,39.26811814,little or none,216.307295
5638,tewe1238,Tewe,Africa,not endangered,6a,250000,8042.058413,basic,13257.36739
5639,tawo1243,Tawoyan,South-Eastern Asia,not endangered,5,20000,1029.693945,basic,4620.733964
5640,tomb1244,Tombonuo,South-Eastern Asia,threatened,6b,0,0.0,basic,3386.739472
5641,toto1304,Totoli,South-Eastern Asia,shifting,7,25000,414.4285999,basic,1440.606031
5642,ikpe1245,Ikpeng,South America,shifting,6a,310,1338.369529,detailed,1036.921967
5643,tomi1243,Tomini,South-Eastern Asia,shifting,6b,30000,444.2771724,basic,1511.257296
5644,west2538,West Tarangan,South-Eastern Asia,threatened,5,7910,564.0646793,basic,842.1997416
5645,toto1302,Toto,Southern Asia,shifting,6a,1400,3.735062159,basic,24.96635724
5646,tiii1241,Tii,South-Eastern Asia,threatened,6a,20000,174.074718,basic,124.4184757
5647,tons1240,Tonsea,South-Eastern Asia,threatened,6b,90000,185.48969,basic,777.0550309
5648,cita1245,Citak,South-Eastern Asia,not endangered,5,8000,1238.98268,basic,1970.007701
5649,kaya1330,Kayapó,South America,shifting,6b,7100,54865.5384,detailed,32225.91112
5650,tata1257,Tatana,South-Eastern Asia,threatened,6b,0,0.0,detailed,114.0027273
5651,tano1246,Tanosy Malagasy,Africa,not endangered,6a,510000,24165.18101,basic,17753.09369
5652,tauy1241,Tauya,Oceania,threatened,6a,350,5.208803805,detailed,83.06483847
5653,kyen1242,Kyenga,Western Africa,not endangered,6a,12000,142.004789,basic,161.60451
5654,oduu1239,O'du,South-Eastern Asia,moribund,7,950,36.84939216,little or none,181.1468863
5655,teke1281,Teke-Tsaayi,Africa,threatened,6b,95900,15002.21015,little or none,3253.680228
5656,taid1248,Tai Do-Mene-Yo,South-Eastern Asia,threatened,6a,300,2.334733898,detailed,6149.397883
5657,komb1274,Kombai,South-Eastern Asia,threatened,6b,4000,609.0110919,detailed,2245.744311
5658,thay1248,Thaypan,Australia and New Zealand,extinct,10,0,0.0,basic,9392.661986
5659,taid1249,Tai Daeng,South-Eastern Asia,shifting,6a,105000,1406.257493,basic,6409.783803
5660,tays1238,Tày Sa Pa,South-Eastern Asia,threatened,6a,300,2.8146644,little or none,5.556691945
5661,tayt1241,Tày Tac,South-Eastern Asia,not endangered,6a,0,0.0,basic,43.19710888
5662,kuaa1238,Kua,Africa,shifting,6a,820,173.1842329,basic,29299.52674
5663,tuvi1240,Tuvinian,Asia,not endangered,4,283400,111699.1877,detailed,61426.38363
5664,teke1276,Teke-Tyee,Africa,not endangered,6a,14400,1463.181953,basic,6968.338024
5665,tayy1238,Tày,Asia,threatened,6b,1630000,12698.37692,detailed,24567.92828
5666,tzel1254,Tzeltal,Central America,not endangered,5,372000,7312.664435,detailed,2327.991534
5667,tzut1248,Tz'utujil,Central America,threatened,4,83800,194.3461498,detailed,500.9229689
5668,cent2194,Central Moroccan Berber,Arab,threatened,6a,2340000,118678.1969,detailed,118919.3165
5669,tugu1245,Tugun,South-Eastern Asia,not endangered,6a,1200,66.62306291,detailed,212.8251644
5670,tzot1259,Tzotzil,Central America,not endangered,6b,235000,1086.682027,detailed,2227.118609
5671,tabr1243,Tabriak,Oceania,shifting,6a,2080,300.7718579,basic,788.6808141
5672,kuan1246,Kuan,South-Eastern Asia,threatened,6a,2500,55.28754474,little or none,782.5316841
5673,tair1256,Tairuma,Oceania,not endangered,5,4500,472.1683446,basic,99.60486217
5674,uban1243,Ubang,Western Africa,not endangered,6a,11100,60.74998722,little or none,57.79271687
5675,ubii1238,Ubi,Africa,threatened,7,1100,46.3508956,little or none,258.3880562
5676,ubir1237,Ubir,Oceania,not endangered,5,2560,234.3567955,basic,94.63216442
5677,umbu1258,Umbu-Ungu,Oceania,not endangered,5,34200,375.4335094,detailed,973.592565
5678,ubyk1235,Ubykh,Arab,extinct,10,0,0.0,detailed,60457.17814
5679,udaa1238,Uda,Western Africa,shifting,6a,10000,11.8906754,basic,69.43401258
5680,udih1248,Udihe,Europe,nearly extinct,8b,100,84.04461084,detailed,3806.616229
5681,mudu1239,Muduga,Southern Asia,not endangered,6a,3370,4.097068685,detailed,296.6599828
5682,udii1243,Udi,Arab,shifting,5,3800,55.04946788,detailed,7.19297164
5683,ujir1237,Ujir,South-Eastern Asia,shifting,7,1030,73.44963586,little or none,12.69536835
5684,wuzl1236,Wuzlam,Africa,not endangered,5,10500,54.3713248,detailed,82.30613709
5685,udmu1245,Udmurt,Europe,shifting,5,324000,11789.11635,detailed,34380.69123
5686,uduk1239,Uduk,Africa,not endangered,5,0,0.0,detailed,2372.765573
5687,kiok1239,Kioko,South-Eastern Asia,threatened,6b,1000,9.475381664,little or none,73.08298031
5688,ufim1240,Ufim,Oceania,not endangered,6a,550,19.85092139,little or none,223.0753478
5689,kuku1281,Kuku-Ugbanh,Australia and New Zealand,nearly extinct,10,0,0.0,little or none,249.8288724
5690,ughe1237,Ughele,Oceania,not endangered,6a,1200,113.7570108,detailed,118.1404496
5691,ugon1239,Ugong,South-Eastern Asia,nearly extinct,7,80,1.851186725,basic,22254.40575
5692,uham1238,Uhami,Western Africa,not endangered,6a,13600,32.05869344,little or none,207.3593324
5693,dama1272,Damal,South-Eastern Asia,shifting,6b,14000,333.5682485,basic,13719.81902
5694,uigh1240,Uighur,Southern Asia,nearly extinct,2,8701500,13388962.92,detailed,506640.8476
5695,uisa1238,Uisai,Oceania,shifting,5,2500,101.1712017,little or none,704.5875927
5696,iyiv1238,Iyive,Western Africa,shifting,6a,2000,21.82117408,basic,169.0359897
5697,tanj1247,Tanjijili,Western Africa,not endangered,6a,8540,31.14198403,little or none,146.2318695
5698,kabu1249,Kaburi,South-Eastern Asia,threatened,6b,600,49.67001172,basic,708.0743444
5699,ukur1240,Ukuriguma,Oceania,shifting,6b,170,4.76733966,little or none,21.59543716
5700,ukhw1241,Ukhwejo,Africa,shifting,6a,2000,261.3243261,little or none,99.33204885
5701,ukpe1247,Ukpe-Bayobiri,Western Africa,not endangered,6a,21500,113.0150596,little or none,28.34732043
5702,ukwa1238,Ukwa,Western Africa,shifting,6b,100,0.213477503,little or none,46.93072334
5703,ukra1253,Ukrainian,Europe,threatened,1,32218400,732855.2726,detailed,601515.4025
5704,ukue1238,Ukue,Western Africa,not endangered,6a,14100,29.48995354,little or none,199.3534448
5705,ukwu1241,Ukwuani-Aboh-Ndoni,Western Africa,not endangered,6a,150000,244.8369048,little or none,2468.203541
5706,fung1245,Fungwa,Western Africa,threatened,6a,1000,13.35702944,little or none,275.9095246
5707,uluk1257,Ulukwumi,Western Africa,not endangered,6a,10000,23.65138292,little or none,133.0525282
5708,ulch1241,Ulch,Europe,nearly extinct,8a,150,280.1266186,basic,5178.919009
