glottocode,isocode
mwan1250,moa
mwat1237,mwa
mwer1247,mjh
mwer1248,mwe
mwim1241,mws
myce1241,gmy
myen1241,mye
mysi1239,yms
mzie1235,nme
naaa1245,nbt
naab1241,nao
naas1242,nas
naba1253,mne
naba1256,naf
nabi1239,mty
nach1240,ncd
nade1244,mbj
nafa1258,nfr
nafi1237,srf
nafr1241,nxx
nafu1238,jbn
naga1394,nag
naga1399,nbg
nage1237,nxe
nagu1244,ngv
naha1261,nlx
naha1262,nhh
naii1241,bio
najd1235,ars
naka1260,nck
naka1262,nak
naka1263,nae
naka1264,nib
naka1265,nkj
nake1240,nbk
naki1238,mff
nakw1240,nax
nalc1240,nlc
nali1244,nal
nali1245,nss
nalo1235,nlz
nalu1239,ylo
nalu1240,naj
nama1264,naq
nama1266,nmx
nama1267,nkm
nama1268,nmk
namb1291,nmq
namb1293,ncm
name1237,neo
nami1249,nbs
nami1256,nnm
nami1258,nvm
naml1240,naa
namo1246,mxw
namo1247,nmt
namo1248,bwb
namu1246,nmy
nana1257,gld
nanc1253,nnc
nand1264,nnb
nand1266,niq
nane1238,sen
nang1259,nam
nang1261,nzz
nang1262,ngr
nank1250,nnk
nant1249,nnt
nant1250,cox
nanu1240,afk
napo1242,qvo
napu1241,npy
nara1262,nrb
nara1263,nrg
nara1264,nac
nara1265,nxu
nari1240,loh
nari1241,rnr
naro1249,nhr
naro1251,nrm
narp1239,npa
narr1259,nay
narr1280,xnt
naru1238,nnr
nasa1239,nsy
nasa1240,nvh
nask1242,nsk
nata1238,nts
nata1252,ntz
nata1254,ais
natc1249,ncz
nate1242,ntm
nath1238,nte
nati1243,nti
natu1246,ntu
natu1249,stc
naue1237,nxa
nauk1242,ynk
naun1237,ncn
nauo1235,nwo
naur1243,nau
nava1243,nav
navu1237,nsw
nawa1258,nwr
nawa1259,nwa
nawd1238,nmz
nawu1242,naw
naxi1245,nxq
naxi1246,nbf
nayi1242,nyq
nayi1243,noz
ncan1245,ncr
nchu1238,nlu
ndai1238,gke
ndak1241,ndk
ndak1242,ncp
ndal1241,ndh
ndam1239,ndj
ndam1251,ndm
ndam1254,nxo
ndan1241,nnz
ndas1238,nda
ndau1241,ndc
ndeg1238,ned
ndem1249,nml
nden1248,ndg
nden1249,dne
nden1250,ndd
ndin1245,eli
ndob1238,ndw
ndoe1238,nbb
ndog1248,ndz
ndol1238,ndl
ndom1244,ndq
ndom1245,nqm
ndon1252,njd
ndon1254,ndo
ndoo1241,ndr
ndoo1242,ndp
ndra1239,dgt
ndru1234,dno
ndug1245,ndx
ndum1239,nmd
ndun1249,ndt
ndun1251,nuh
ndut1239,ndv
ndwe1234,nww
ndyu1241,njt
ndyu1242,djk
ndzw1235,wni
neap1235,nap
nede1245,nec
nefa1235,nef
nege1240,zmi
nege1244,dcr
negi1245,neg
neha1247,nsn
nekg1240,nkg
nekk1240,nif
neko1240,nej
neku1237,nek
neme1244,nex
nemi1240,nem
nend1239,anh
nene1249,yrk
neng1238,nen
nenn1238,nqn
neoa1234,neu
nepa1250,nsp
nepa1253,kxl
nepa1254,npi
neta1235,xph
nete1240,net
newa1246,new
newc1244,jas
newz1236,nzs
neyo1238,ney
nezp1238,nez
ngaa1240,ntj
ngab1239,gym
ngad1257,jui
ngad1258,nju
ngad1261,nxg
ngai1241,nnf
ngaj1237,nij
ngal1291,hlt
ngal1292,ngk
ngal1293,nig
ngal1298,szb
ngal1300,nud
ngam1265,nmv
ngam1267,nbv
ngam1268,sba
ngam1269,nmc
ngam1282,nbh
ngan1291,nio
ngan1295,nid
ngan1296,nyx
ngan1299,gng
ngan1300,nne
ngan1302,nxd
ngan1304,ngd
ngar1235,nbj
ngar1283,nji
ngar1284,ung
ngar1286,nlr
ngar1287,nrl
ngar1288,rxd
ngar1296,nrk
ngar1297,xni
ngas1238,nsg
ngas1240,anc
ngat1248,ngm
ngaw1239,cnw
ngaw1240,nxn
ngaz1238,zdj
ngba1284,nbm
ngba1285,nga
ngba1287,ngg
ngbe1238,jgb
ngbi1238,nbd
ngbu1241,nuu
ngel1238,agh
ngem1255,nge
ngen1256,gnj
ngen1257,nql
ngeq1245,ngt
nget1241,nnn
ngge1241,nbq
nggw1242,ngx
ngie1241,nnh
ngie1242,ngj
ngil1242,jle
ngin1244,nnq
ngit1239,niy
ngiz1242,ngi
ngka1235,kcd
ngom1265,nmj
ngom1268,ngc
ngom1270,nra
ngom1271,nla
ngom1272,jgo
ngon1267,noq
ngon1275,nnx
ngos1238,nsh
ngul1236,nuw
ngul1246,ngp
ngul1247,nlo
ngum1253,xnm
ngum1255,nui
ngun1266,nue
ngun1270,ndn
ngun1272,ngz
ngun1277,xul
nguo1239,nuo
ngur1260,nrx
ngur1261,nbx
ngur1263,ngq
ngwa1251,ngw
ngwe1238,nwe
ngwo1241,ngn
nhan1238,nha
nhen1239,yrl
nhir1234,hrp
nhuw1239,nhf
nias1242,nia
nica1238,ncs
nica1252,bzk
niel1243,nie
nige1240,nsi
nige1253,fuv
nige1255,mzk
nige1257,pcm
niha1238,nll
niii1240,nii
nija1241,xny
nija1242,nad
niks1238,gbe
nila1242,nim
nila1244,nil
nima1243,noe
nima1245,nmp
nimb1256,nmr
nimi1240,nis
nimo1246,nmw
nimo1247,niw
nina1238,shb
nind1242,nxi
ning1271,nns
ning1273,niz
ning1274,nxr
ning1275,nby
nini1235,nlk
ninz1246,nin
nips1240,nps
nisa1239,njs
nise1244,nsz
nisg1240,ncg
nisi1238,yso
nisi1239,dap
niua1240,num
niua1241,nkp
niue1239,niu
niva1238,cag
niwe1234,hrc
njal1239,njl
njeb1242,nzb
njen1238,njj
njer1242,njr
njye1238,njy
nkam1239,nkq
nkan1238,nkn
nkar1238,nkz
nkem1242,isi
nkhu1238,khu
nkoa1234,nqo
nkon1247,nkc
nkon1248,nko
nkor1239,nkx
nkoy1244,nka
nkuk1238,nbo
nkut1238,nkw
nnam1238,nbp
nngg1234,ngh
nobi1240,fia
nobo1238,gaw
noca1240,nom
noct1238,njb
noep1234,npx
noga1249,nog
noir1238,noi
noku1237,nkk
noma1260,lem
noma1262,nof
noma1263,not
noml1242,nol
nomu1240,noh
nong1247,zhn
nonu1241,noj
nook1247,nok
noon1242,snf
noon1243,nhu
noot1239,noo
nopa1235,cya
nori1240,nrc
norr1243,nrr
nort1401,nrp
nort1545,huj
nort1546,hmp
nort1550,twf
nort1552,crl
nort2626,frr
nort2627,nds
nort2628,frs
nort2640,faz
nort2641,kmr
nort2645,lrc
nort2646,pbu
nort2662,hno
nort2665,glh
nort2666,aee
nort2671,sme
nort2684,kxm
nort2686,atv
nort2690,uzn
nort2697,azj
nort2699,kfb
nort2702,gno
nort2709,ghh
nort2716,ymx
nort2718,yiv
nort2722,cng
nort2723,pmi
nort2724,bfc
nort2725,nnl
nort2727,lbr
nort2732,tji
nort2735,doc
nort2740,nod
nort2741,tts
nort2745,ykg
nort2747,hea
nort2749,hmi
nort2765,kqs
nort2770,fll
nort2774,ngb
nort2775,gya
nort2780,dgi
nort2784,nuv
nort2787,tsp
nort2795,nde
nort2810,gbo
nort2815,dip
nort2816,diw
nort2819,bbo
nort2828,max
nort2836,llp
nort2839,mmg
nort2845,mrq
nort2847,tnn
nort2857,una
nort2860,bcd
nort2864,weo
nort2867,nni
nort2875,aqn
nort2877,xnn
nort2883,cts
nort2885,stb
nort2890,bmm
nort2907,onr
nort2916,kti
nort2917,nks
nort2918,yir
nort2920,tbg
nort2921,whg
nort2930,kiw
nort2935,ryn
nort2938,hdn
nort2939,neq
nort2941,ttm
nort2942,scs
nort2943,esi
nort2945,esk
nort2951,mjd
nort2952,nmu
nort2954,pao
nort2956,thh
nort2957,ncj
nort2958,nhy
nort2959,ntp
nort2961,ojb
nort2966,pej
nort2967,pef
nort2968,nsq
nort2969,cst
nort2971,enl
nort2972,emp
nort2973,qvz
nort2976,qul
nort2979,qxn
nort2980,qvn
nort2984,pmq
nort2985,xtn
nort2986,mxa
nort2994,rog
nort3046,mfk
nort3047,gis
nort3139,apc
nort3142,ayp
nort3144,tmk
nort3180,zha
nort3249,ccx
nort3250,krg
nort3251,mbg
nort3258,gon
nort3262,ntd
nort3268,cnp
nort3270,ncq
nort3415,xpw
norw1255,nsl
norw1258,nor
norw1259,nob
norw1262,nno
notr1240,bly
nots1237,ncf
nott1246,ntw
novi1234,nov
noyy1238,noy
nsar1238,asj
nsen1242,nse
nshi1235,nsc
nson1238,nsx
ntch1242,bud
ntom1248,nto
nuba1241,baf
nubi1253,kcn
nubr1241,kte
nucl1235,hye
nucl1240,mzm
nucl1276,pus
nucl1290,wbm
nucl1301,tur
nucl1302,kat
nucl1305,kan
nucl1310,mya
nucl1327,lmc
nucl1333,dwu
nucl1339,teq
nucl1347,wol
nucl1379,zga
nucl1396,seh
nucl1417,ibo
nucl1418,bsq
nucl1440,mls
nucl1452,mso
nucl1453,wla
nucl1454,yva
nucl1458,mxk
nucl1460,mad
nucl1557,sdq
nucl1593,kwo
nucl1594,zrs
nucl1595,kwe
nucl1620,wgi
nucl1622,mrz
nucl1630,bbb
nucl1632,set
nucl1633,nir
nucl1634,skv
nucl1643,jpn
nucl1649,tsi
nucl1651,wnw
nucl1667,aym
nucl1668,kav
nucl1683,dbq
nucl1692,gyz
nucl1693,tvi
nucl1695,bol
nucl1696,tan
nucl1698,nqt
nucl1706,mid
nucl1770,dnj
nuer1246,nus
nugu1241,nnv
nugu1242,yas
nuka1242,mbr
nukk1240,noc
nukn1238,klt
nuku1258,nuq
nuku1259,nur
nuku1260,nkr
nuku1263,nuc
numa1252,nbr
numa1254,nop
numb1247,sij
nume1241,tgs
nume1242,kdk
numi1241,nxm
nung1282,nun
nung1283,nut
nung1290,nuy
nung1291,nug
nung1292,rin
nupb1238,npb
nupe1254,nup
nupo1240,hux
nusa1245,nul
nusu1239,nuf
nuuc1236,nuk
nyab1255,nwb
nyad1241,nxj
nyah1249,nev
nyah1250,cbn
nyak1260,nyy
nyal1250,nlj
nyal1254,yly
nyam1271,nly
nyam1275,mwn
nyam1276,nym
nyam1277,now
nyam1279,nwm
nyam1285,nmi
nyan1300,nny
nyan1301,nna
nyan1302,nyb
nyan1303,nyc
nyan1304,nyj
nyan1305,nyk
nyan1307,nyn
nyan1308,nya
nyan1313,nyp
nyan1315,nnj
nyar1245,sev
nyat1246,rim
nyaw1245,nyw
nyaw1247,nyt
nyem1238,nba
nyen1254,neh
nyen1255,nfg
nyen1257,nye
nyeu1238,nyl
nyig1240,nyh
nyih1239,nyr
nyih1240,nih
nyik1246,nkv
nyik1247,nkt
nyin1248,nyg
nyin1250,lid
nyis1236,njz
nyok1243,nvo
nyol1238,nuj
nyon1241,muo
nyor1244,nyd
nyor1246,nyo
nyul1247,nyv
nyun1247,nys
nyun1248,nyu
nzad1234,nzd
nzak1246,nzy
nzak1247,nzk
nzan1240,nja
nzim1238,nzi
oass1237,fbl
oban1244,bzy
obis1242,obi
oblo1238,obl
obok1239,afz
obol1243,ann
obom1235,obo
obul1239,obu
ocai1244,oca
occi1239,oci
occi1241,occ
ochi1235,xoc
ocot1243,mie
ocot1244,zac
oddd1238,odk
odia1239,bhf
odoo1238,kkc
odua1238,odu
odut1238,oda
oduu1239,tyh
ofay1240,opy
ofoo1242,ofo
ogan1237,ogn
ogba1241,ogc
ogbi1239,ogb
ogbo1242,ogg
ogbr1243,ogu
ogea1238,eri
oira1263,oia
ojit1237,chj
okan1243,oka
okie1245,oki
okin1246,okn
okob1241,okb
okod1238,okd
okoe1238,oks
okoj1239,okj
okol1241,kqv
okol1243,oie
okpa1238,opa
okpe1249,okx
okpe1250,oke
oksa1245,opm
okuu1243,oku
olda1245,oar
oldb1235,obr
oldc1244,och
oldc1252,oco
oldd1237,odt
olde1238,ang
oldf1239,fro
oldf1241,ofs
oldg1234,oge
oldh1241,goh
oldh1242,ohu
oldi1244,qmx
oldi1245,sga
oldj1239,ojp
oldk1238,okl
oldk1249,qok
oldk1250,qkn
oldl1238,qbb
oldl1240,olt
oldm1242,omx
oldm1244,omr
oldn1244,non
oldn1245,onw
oldn1246,nrn
oldo1234,oos
oldp1253,pro
oldp1254,peo
oldp1255,ope
oldr1238,orv
olds1249,osp
olds1250,osx
oldt1247,otk
oldt1248,oty
oldu1238,oui
oldw1239,owl
olek1239,ole
olko1234,olk
olom1241,olm
oloo1241,ong
olra1234,olr
olub1238,lul
olul1245,iko
olut1240,plo
omag1248,omg
omah1247,oma
oman1239,acx
omat1240,mgx
omba1241,mbm
ombo1238,oml
omej1234,ome
omet1237,nht
omie1241,aom
omii1238,omi
omot1239,omt
omur1241,omu
onaa1245,ona
onei1249,one
onge1236,oon
ongg1239,oog
onin1237,onx
onin1245,oni
onjo1240,onj
onob1238,onn
onon1246,ono
onoo1246,ons
onte1239,ont
onto1237,ojv
oorl1238,oor
opao1240,opo
opat1246,opt
opuu1239,lgn
oran1258,orn
oran1259,ors
orao1237,sdr
orej1242,ore
orin1239,org
oriy1255,ory
oriz1235,nlv
orko1234,fnb
orma1241,orc
ormu1247,oru
ormu1248,orz
oroc1248,oac
oroh1237,ora
orok1265,oaa
orok1266,bdu
orok1267,oro
orok1269,okv
orok1270,ork
oroo1241,orx
oroq1238,orh
orow1242,bpk
orow1243,orw
orum1241,orr
orya1242,ury
osag1243,osa
osam1235,syx
osat1238,ost
osca1245,osc
osin1237,osi
osos1238,oso
otan1238,uta
otda1235,otd
otii1244,oti
otor1240,otr
otta1242,otw
otto1234,ota
otuh1238,lot
otuk1240,otu
ouma1237,oum
oung1238,oun
oung1239,oue
owaa1237,stn
owen1244,wsr
owin1240,owi
oyao1237,oyy
oyda1235,oyd
oyst1235,xpd
oyyy1238,oyb
ozol1235,zao
ozum1235,chz
paaa1242,pqa
paaf1237,pfa
paam1238,pma
paas1238,sig
paca1245,qvp
paca1246,pcp
paci1278,ems
paco1243,pac
padi1241,pdi
pado1242,pdo
paek1234,pkc
paez1247,pbb
pagi1243,pae
pagi1244,pgi
pagu1249,pgu
paha1251,phr
paha1257,phj
pahi1246,lgt
pahl1240,phv
pahl1241,pal
pahn1237,pha
paic1239,pri
paip1241,ppi
pais1238,qpp
pait1244,pck
pait1247,pta
paiw1248,pwn
paka1251,pkn
paki1242,pks
pakt1239,pkg
paku1238,jkp
paku1239,pku
pala1330,pfl
pala1331,plq
pala1342,plr
pala1344,pau
pala1351,cpa
pale1260,pln
pale1261,jpa
pale1262,pnl
pale1264,plm
pali1273,pli
pali1274,pcf
pali1279,plu
pall1243,pmd
pall1244,abw
palo1243,fap
palp1242,plp
palu1237,pmc
palu1252,ple
palu1253,plz
palu1254,pbz
paly1238,bpx
pamb1243,pmb
pamm1242,pmn
pamo1252,pmf
pamo1253,hih
pamo1255,bcx
pamp1243,pam
pamp1244,att
pana1292,pcr
pana1293,pnz
pana1295,pnq
pana1298,pwb
pana1303,psn
pana1305,par
pana1306,qxh
pana1307,kre
pana1308,lsp
panc1246,tdb
panc1247,pnp
pand1264,bkj
pang1282,pgg
pang1286,pgs
pang1287,pbr
pang1290,pag
pang1291,slm
pani1256,pcg
pani1258,pnr
panj1256,pan
pank1235,pax
pank1249,pkh
pank1250,paz
pann1239,pnc
pann1240,rsk
pano1254,knt
pano1255,pno
pany1241,pnw
paok1235,blk
paoo1245,ppa
papa1238,top
papa1263,ppv
papa1265,ppn
papa1268,dpp
papa1269,pas
pape1239,pbo
papi1253,pap
papi1254,pat
papi1255,ppe
papo1239,ppu
papu1250,pmy
papu1251,ppm
papu1255,pgz
para1299,prc
para1301,prk
para1302,pzn
para1306,prf
para1307,prw
para1310,aap
para1311,gug
para1312,pak
para1313,paf
para1315,gvp
para1316,pbg
para1318,pys
para1320,agp
pard1243,pcl
pard1245,pch
pare1266,pcj
pare1271,ppt
pare1272,pab
pari1256,lkr
park1237,kvx
park1239,pbi
pars1251,prp
pars1252,prd
part1239,xpr
pary1242,paq
pasi1259,psq
pass1247,yac
pata1260,ptn
pata1261,pth
pata1262,pbc
pate1247,ptp
path1235,pty
patl1234,tot
patp1243,gfk
patt1247,ptq
patt1248,lae
patt1249,mfa
patw1250,pwi
paul1238,plh
paum1247,pad
paun1241,pnk
paur1238,bfb
paus1244,psm
pawa1255,pwa
pawn1254,paw
payn1244,pmr
pear1247,pcb
pech1241,pay
pech1242,xpc
pedi1238,nso
peee1238,pai
peer1241,pfe
peii1238,ppq
peka1242,pel
pela1242,bxd
pele1244,ppp
pele1245,ata
pemo1245,pev
pemo1248,aoc
pena1248,psg
penc1239,pek
pend1242,ums
pene1237,pen
peng1244,peg
penn1240,pdc
peno1244,mil
penr1237,pnh
pent1242,ptw
pequ1242,xpq
pera1256,pea
pera1257,wet
peri1253,mvf
pero1241,pip
pers1244,psc
peru1235,prl
peta1245,pex
peta1247,zpe
petj1238,pey
petu1234,wyn
peve1243,lme
phai1238,prt
phak1238,phk
phal1254,phl
phal1256,ypa
phan1254,phq
phan1256,phw
phen1239,pem
phil1239,psp
phil1247,ilp
phim1238,phm
phoe1239,phn
phol1235,yip
phol1237,ypg
phom1236,nph
phon1246,pnx
phra1235,kjt
phry1239,xpg
phua1239,phu
phud1238,phd
phui1238,pug
phuk1235,phh
phum1235,ypm
phun1245,pho
phuo1238,phg
phup1237,yph
phup1239,ypp
phut1244,pht
phuz1235,ypz
piam1242,ptr
piam1243,pin
piap1246,pio
piar1243,pid
pica1241,pcd
pich1237,cpu
pict1238,xpi
pidg1246,dep
piem1238,pms
pija1235,pij
pije1237,piz
piji1239,pis
pila1245,plg
pile1238,piv
pima1248,pia
pimb1238,piw
pina1252,pnn
ping1243,pif
pini1244,pnv
pini1245,tjp
pini1248,pii
pinj1243,pic
pinj1244,pnj
pino1237,mio
pint1250,piu
pint1251,pti
piny1238,pny
pipi1250,ppl
pira1253,myp
pira1254,pir
pirl1238,bxi
piro1248,pie
pirr1240,xpa
piru1241,ppr
pisa1237,tpp
pisa1244,pig
pisc1239,psy
pisi1234,xps
pitc1234,pih
pite1240,sje
piti1243,pcn
pitj1243,pjt
pitt1247,pit
piuu1237,pix
piya1245,piy
plai1235,psd
plai1258,crk
plai1259,pmw
plap1239,ktj
plat1254,plt
plau1238,pdt
play1240,gob
pnar1238,pbv
poch1243,npo
poch1244,xpo
pode1237,pdn
pogo1243,poy
pohn1238,pon
poka1242,pok
poke1238,pof
poko1261,pkb
poko1263,pko
pola1249,pld
pola1255,pox
polc1243,pze
poli1259,pso
poli1260,pol
polo1242,plb
pomm1237,pmo
pomo1271,pmm
pona1250,ncc
pona1251,pod
pong1250,png
pong1252,pgy
pono1240,pns
pont1253,pnt
pony1234,npg
popt1235,jac
poqo1253,poc
poqo1254,poh
poqo1255,pou
poqo1256,pob
poqo1257,poa
poro1253,prh
port1277,psr
port1278,xpl
port1283,por
port1285,psw
port1286,ptv
pota1247,pot
poti1237,pog
pott1240,gdb
poum1235,pmx
pouy1238,bye
powa1246,pwr
powh1243,pim
poya1241,pyn
pras1239,prn
pray1239,pry
prin1242,pre
prov1243,prz
prov1247,prv
prus1238,prg
psik1239,kvj
puar1240,pux
pubi1237,pun
pudt1235,atp
pueb1234,pbm
puel1244,pue
puer1237,psl
puim1234,npu
puin1248,pui
puka1242,pkp
puko1234,puk
pula1262,fuf
pula1263,fuc
pula1267,pup
pula1268,ypl
pulu1242,puw
puma1239,pum
pume1238,yae
pump1237,xpm
puna1266,puj
puna1267,pud
puna1268,puf
puna1274,puc
puna1275,pna
puna1278,pnm
puni1241,xpu
puno1238,qxp
punt1240,xpt
punu1239,puu
puoc1238,puo
puqu1242,puq
pura1253,pru
pura1257,iar
pure1242,tsz
puri1258,prx
puri1259,puy
puri1262,prr
puru1262,puz
puru1264,pur
puru1266,pub
puta1243,mfl
puto1237,put
putu1241,afe
puwa1234,ypw
puxi1243,cpx
puyu1239,pyu
pwaa1237,pme
pwap1237,pop
pwoe1235,kjp
pwon1235,pww
pwow1235,pwo
pyap1239,pcw
pyek1235,pye
pyen1239,pyy
pyuu1245,pby
qabi1235,laq
qanj1241,kjb
qaqe1238,byx
qash1240,qxq
qata1238,xqt
qaua1234,gqu
qawa1238,alc
qila1235,ymq
qima1242,ahg
qiub1238,zqe
quap1242,qua
queb1245,fcs
quec1382,yum
quen1234,qya
quer1236,otq
quet1239,pxm
quey1238,qvy
quia1235,zpj
quil1240,qui
quin1236,quq
quin1251,qun
quio1240,chq
quio1241,ztq
rabh1238,rah
rade1240,rad
raet1238,xrr
raha1237,raz
raja1254,mqk
rajb1243,rjs
rajb1244,rjb
raji1240,rji
rajo1237,rjg
rajp1235,gra
raka1237,rkh
rakh1245,rki
ralt1242,ral
rama1270,rma
ramo1244,rai
ramo1245,kjx
ramp1243,lje
rana1246,thr
rana1249,rae
rang1265,rkt
rang1266,rgk
rang1267,rnl
rang1269,rax
raoo1244,rao
rapa1244,rap
rapa1245,ray
rapo1238,kyx
rapt1240,rpt
rara1235,lra
raro1241,rar
rasa1243,rac
rata1244,rth
rata1245,btn
rath1242,bgd
rath1243,rtw
raut1239,rau
ravu1237,yea
rawa1264,jnl
rawa1265,raw
rawa1267,rwo
rawa1268,rws
rawo1244,rwa
rayo1235,zor
raza1238,rat
redg1235,gir
reel1238,atu
reja1240,rej
reja1241,ree
reli1238,rei
rema1238,bow
remb1249,rmb
remb1250,reb
remo1247,agv
remo1248,rem
remp1241,rmp
remu1237,lkj
rend1243,rel
reng1252,ren
renn1236,rsi
renn1242,mnv
repa1237,rpn
rera1240,rea
rerb1235,rer
rere1240,pgk
resh1242,res
resi1247,rgr
rett1240,ret
reun1238,rcf
reye1240,rey
rian1261,ril
rian1262,ria
rian1263,ran
ribu1241,rir
rien1238,rie
rikb1245,rkb
rinc1236,zar
ring1244,rgu
riog1239,hrx
riri1237,rri
rish1234,rsw
rita1239,rit
riun1237,riu
rive1257,snj
rogo1238,rod
rohi1238,rhg
roma1240,rge
roma1241,rsb
roma1324,rms
roma1326,roh
roma1327,ron
roma1328,rgn
roma1329,rom
roma1331,rmx
roma1332,rmm
roma1338,rmv
romb1244,rof
romb1245,rol
romk1240,rmk
rong1264,rnp
rong1266,nbu
rong1268,rng
rong1269,ror
ronj1237,roe
ronn1241,cla
roon1237,rnn
rori1237,rga
roto1249,roo
rotu1241,rtm
rovi1238,rug
ruch1235,pce
rudb1238,rdb
rufi1234,rui
ruga1238,ruh
ruka1240,dru
ruma1248,rbb
ruma1250,ruz
rumu1243,klq
runa1235,rna
rund1242,run
rung1255,rnw
rung1258,rou
rung1259,drg
rung1263,rtc
russ1255,rsl
russ1263,rus
russ1264,bxr
rusy1239,rue
rutu1240,rut
ruul1235,ruc
ruun1238,rnd
ruwi1234,rwl
rwaa1238,rwk
rwan1246,rsn
saaa1240,apb
saaa1241,sax
saaf1238,sav
saam1282,raq
saam1283,lsm
saar1237,sxr
saba1262,spy
saba1263,msi
saba1265,snv
saba1267,bsy
saba1268,sae
saba1276,saa
saba1279,xsa
saba1284,ilm
sabe1248,qhr
sabi1245,sbv
sabu1253,sbo
sabu1255,hvn
saca1238,quv
sadr1248,sck
saek1240,skb
saep1240,spd
safa1243,saf
safe1240,apz
safw1238,sbk
saga1256,sbm
saga1262,tga
saho1246,ssy
sahu1245,saj
said1239,aec
sain1246,acf
sais1237,xsy
saja1240,sjl
saja1241,sjb
saka1283,sch
saka1287,skt
saka1289,sku
saka1291,skg
saka1292,skm
saka1300,xsk
sake1247,sak
saki1247,szy
saki1248,skf
sala1264,slr
sala1266,shq
sala1268,slx
sala1269,sgu
sala1272,qxl
sala1273,mnd
salc1238,slq
sale1244,sau
sali1253,sln
sali1295,sbe
sali1298,slc
sall1238,sdz
salt1242,sll
salu1253,loe
salu1254,slj
salv1237,esn
sama1240,tmj
sama1295,ysd
sama1300,smd
sama1313,smp
sama1314,sam
samb1305,ndi
samb1307,xab
samb1309,smx
samb1311,ccg
samb1315,saq
samb1321,ssx
samb1325,spv
same1240,smh
samm1244,snx
samo1265,sgs
samo1299,zkb
samo1303,smq
samo1305,smo
samo1306,swm
samp1249,rav
samr1245,sxm
samt1238,stu
samv1238,smv
sana1281,sap
sana1286,ztm
sana1295,ayn
sana1297,icr
sana1298,spn
sanb1241,zpx
sanb1242,cuk
sand1273,sad
sand1278,hve
sanf1258,hue
sanf1262,mat
sanf1264,pow
sanf1266,xso
sang1315,sgr
sang1320,sgk
sang1321,nsa
sang1328,sag
sang1329,xsn
sang1330,sbp
sang1331,sng
sang1333,snq
sang1336,sxn
sang1337,snl
sang1338,myt
sang1339,scg
sang1343,sgl
sang1344,sgy
sani1265,ysy
sani1269,ysn
sani1270,sny
sanj1281,mjc
sanj1282,xtj
sanj1284,zab
sanj1285,poe
sanj1286,maa
sank1253,msc
sanl1248,pps
sanm1287,huv
sanm1289,qvs
sanm1294,xtp
sanm1295,mig
sanm1298,trq
sanm1301,pls
sanm1305,scf
sanp1260,azg
sanp1261,zpf
sans1269,san
sans1271,ssi
sans1272,kwy
sans1276,sca
sant1410,sat
sant1422,hvv
sant1423,nhz
sant1424,cok
sant1432,qus
sant1433,qxt
sant1436,mza
sant1439,mdv
sant1447,zpn
sant1448,ztn
sant1450,zas
sant1451,zpi
sant1452,zpr
sant1454,pca
sanu1240,xsu
sanv1242,zpt
saoc1239,scq
saop1235,zkp
saot1239,cri
sapa1251,spr
sape1238,spc
sapo1251,krn
sapo1253,sps
sapo1254,spi
sapu1248,spu
sara1319,sbz
sara1320,koj
sara1321,kwv
sara1322,kwg
sara1323,zsa
sara1326,bps
sara1327,mbs
sara1329,sre
sara1331,sar
sara1340,srm
sara1350,bsd
sari1246,srh
sarl1241,sdf
sarr1246,mwm
sars1236,srs
sart1249,onp
saru1242,sdu
saru1243,sra
saru1245,swy
sasa1247,sxs
sasa1249,sas
sass1235,sdc
sata1237,stw
sate1242,stq
sate1243,mav
saud1238,sdl
sauk1252,skc
saur1248,saz
saur1249,mjt
saur1251,srt
saur1252,psu
saus1246,ssj
saus1247,sao
sava1244,svr
savi1242,sdg
savo1255,svs
sawa1247,szw
sawe1240,swr
sawi1256,swt
sawi1257,saw
sawk1238,swn
saxw1241,sxw
saya1246,say
sayu1241,pos
scot1243,sco
scot1245,gla
seba1247,kdg
seba1251,sgw
sebe1242,sbx
sebo1238,sib
sebu1243,snb
sech1246,sec
seco1241,sey
seda1262,sed
sedo1237,tvw
seek1238,sos
sega1243,sge
sege1235,sbg
sege1246,seg
sehw1238,sfw
seim1238,ssg
seit1239,hik
seka1247,skz
seka1248,skp
seka1250,sek
seke1240,skj
seke1241,ske
seki1238,syi
seko1242,sko
seko1243,skx
sekp1241,lip
sela1253,kgi
sela1259,slu
sela1260,sly
sela1262,skl
sele1249,snw
sele1250,spl
selk1253,sel
selu1242,sws
selu1243,slg
sema1265,szc
sema1266,sea
sema1269,sdm
semb1240,sbr
seme1247,sza
seme1248,sdd
semi1264,etz
semn1249,smy
semn1250,ssm
semp1241,xse
sena1262,seq
sena1268,syn
sene1263,sej
sene1264,see
sene1271,sds
seng1278,szg
seng1281,ssz
seng1284,spk
seng1285,snu
senh1238,sjs
sens1242,sni
sent1241,std
sent1260,sez
sepa1241,spe
sepa1242,spb
sepe1240,spm
sepi1255,iws
sera1259,skr
sera1260,sry
sera1272,srj
serb1264,srp
sere1260,srr
sere1264,swf
seri1255,sve
seri1257,sei
serr1255,ser
seru1244,seu
seru1245,srw
seru1246,srk
seru1247,szd
sese1246,crs
seta1245,stf
seta1246,stm
seti1248,sbi
sett1235,sta
seve1240,ojs
sewa1251,sew
seyc1234,lsw
seze1235,sze
sgaw1245,ksw
shaa1247,scw
shab1251,sdb
shab1252,sbf
shah1253,srz
shah1254,shm
shak1238,nfk
shal1242,sha
sham1277,xsh
sham1278,sqa
sham1280,ksb
shan1274,jih
