,name,macroarea,latitude,longitude,glottocode,countries,family_id,lineage,level,category,aes
16620,Swedish,Eurasia,59.800634,17.389526,swed1254,AX;DK;FI;NO;SE,indo1319,indo1319/clas1257/germ1287/nort3152/nort3160/nort3266/east2780/east2781,language,Spoken_L1_Language,1
16621,Archaic Finnish Swedish,Eurasia,62.476944,21.348611,east2303,AX;FI,indo1319,,language,Spoken_L1_Language,
16622,Pitemål,Eurasia,66.32,22.84,pite1241,,indo1319,,dialect,Dialect,
16623,Nordvästerbottniska,Eurasia,66.32,22.84,nord1244,,indo1319,,dialect,Dialect,
16624,Lulemål,Eurasia,66.32,22.84,lule1257,,indo1319,,dialect,Dialect,
16625,Sydvästerbottniska,Eurasia,66.32,22.84,sydv1234,,indo1319,,dialect,Dialect,
16626,Ångermanländska,Eurasia,66.32,22.84,ange1245,,indo1319,,dialect,Dialect,
16627,Kalixmål,Eurasia,66.32,22.84,kali1313,,indo1319,,dialect,Dialect,
16628,Nuclear Modern Greek,,38.49735,23.1732,nucl1783,,indo1319,,family,Family,
16629,Pontic-Cappadocian Greek,,39.9980075,35.7737105,pont1257,,indo1319,,family,Family,
16630,Apulia-Calabrian Greek,Eurasia,40.35,18.166667,apul1236,GR,indo1319,,language,Spoken_L1_Language,4
16631,Cypriot Greek,Eurasia,34.924591,32.978113,cypr1249,CY,indo1319,,language,Spoken_L1_Language,1
16632,Yevanic,Eurasia,31.801,35.1084,yeva1238,IL;US,indo1319,,language,Spoken_L1_Language,6
16633,Aromanian,Eurasia,40.616,21.2,arom1237,AL;BA;BG;GR;MK;RO;RS,indo1319,indo1319/clas1257/ital1284/lati1262/lati1263/impe1234/roma1334/east2714,language,Spoken_L1_Language,3
16634,Northern Romanian,,44.593675000000005,18.75095,nort3361,,indo1319,,family,Family,
16635,Italo-Dalmatian,,41.91718597562644,15.34542594550792,ital1286,,indo1319,,family,Family,
16636,Western Romance,,41.7034934519188,2.884891327547097,west2813,,indo1319,,family,Family,
16637,Sardo-Corsican,,40.59095070209701,9.157036960999475,sard1256,,indo1319,,family,Family,
16638,South Lucanian,Eurasia,40.147849,16.539127,sout3126,IT,indo1319,,language,Spoken_L1_Language,
16639,Irish,Eurasia,53.2186,-7.61509,iris1253,GB;IE,indo1319,indo1319/clas1257/celt1248/nucl1715/tgbc1234/insu1254/goid1240/mode1265,language,Spoken_L1_Language,3
16640,Eastern Goidelic,,55.63361237200007,-4.808745897999927,east2734,,indo1319,,family,Family,
16641,Primitive Irish (4-6th century),Eurasia,53.0,-8.0,prim1243,,indo1319,,dialect,Dialect,
16642,Early Goidelic (to 4th century),Eurasia,53.0,-8.0,earl1246,,indo1319,,dialect,Dialect,
16643,Middle Irish (10-12th century),Eurasia,53.0,-8.0,midd1360,,indo1319,,dialect,Dialect,
16644,Hiberno-Scottish Gaelic,Eurasia,55.932,-5.222,hibe1235,GB,indo1319,,dialect,Dialect,6
16645,Old Irish (8-9th century),Eurasia,53.0,-8.0,oldi1246,,indo1319,,dialect,Dialect,
16646,Archaic Irish (7th century),Eurasia,53.0,-8.0,arch1247,,indo1319,,dialect,Dialect,
16647,Welsh,Eurasia,52.0,-4.0,wels1247,AR;GB,indo1319,indo1319/clas1257/celt1248/nucl1715/tgbc1234/insu1254/bryt1239/oldm1247,language,Spoken_L1_Language,2
16648,Old-Middle Welsh,Eurasia,52.582,-4.089,oldw1239,GB,indo1319,,language,Spoken_L1_Language,6
16649,Breton,Eurasia,48.2452,-3.78934,bret1244,FR,indo1319,indo1319/clas1257/celt1248/nucl1715/tgbc1234/insu1254/bryt1239/sout3176,language,Spoken_L1_Language,1
16650,Cornish,Eurasia,50.5233,-4.18619,corn1251,GB,indo1319,,language,Spoken_L1_Language,6
16651,Fleo,Africa,6.50013,-7.63427,fleo1238,,krua1234,,dialect,Dialect,
16652,Beu,Africa,6.50013,-7.63427,beuu1238,,krua1234,,dialect,Dialect,
16653,Neao,Africa,6.50013,-7.63427,neao1241,,krua1234,,dialect,Dialect,
16654,Zibiao,Africa,6.50013,-7.63427,zibi1242,,krua1234,,dialect,Dialect,
16655,Gboo,Africa,6.50013,-7.63427,gboo1246,,krua1234,,dialect,Dialect,
16656,Zagne,Africa,6.50013,-7.63427,zagn1241,,krua1234,,dialect,Dialect,
16657,Zagna,Africa,6.50013,-7.63427,zagn1242,,krua1234,,dialect,Dialect,
16658,Zaa,Africa,6.50013,-7.63427,zaaa1238,,krua1234,,dialect,Dialect,
16659,Nyeo,Africa,6.50013,-7.63427,nyeo1239,,krua1234,,dialect,Dialect,
16660,Kaoro,Africa,6.36463,-8.40234,kaor1241,,krua1234,,dialect,Dialect,
16661,Nidrou,Africa,6.36463,-8.40234,nidr1238,,krua1234,,dialect,Dialect,
16662,Wlopo,Africa,5.16267,-7.66346,wlop1238,,krua1234,,dialect,Dialect,
16663,Honpo,Africa,5.16267,-7.66346,honp1238,,krua1234,,dialect,Dialect,
16664,Yrepo,Africa,5.16267,-7.66346,yrep1238,,krua1234,,dialect,Dialect,
16665,Plapo,Africa,5.16267,-7.66346,plap1238,,krua1234,,dialect,Dialect,
16666,Dapo,Africa,5.16267,-7.66346,dapo1239,,krua1234,,dialect,Dialect,
16667,Glawlo,Africa,5.16267,-7.66346,glaw1238,,krua1234,,dialect,Dialect,
16668,Tepo,Africa,5.16267,-7.66346,tepo1240,,krua1234,,dialect,Dialect,
16669,Bapo,Africa,5.16267,-7.66346,bapo1238,,krua1234,,dialect,Dialect,
16670,E Je,Africa,5.17103,-8.1409,ejee1238,,krua1234,,dialect,Dialect,
16671,Palipo,Africa,5.17103,-8.1409,pali1275,,krua1234,,dialect,Dialect,
16672,Gbepo,Africa,5.17103,-8.1409,gbep1238,,krua1234,,dialect,Dialect,
16673,Tienpo,Africa,5.17103,-8.1409,tien1243,,krua1234,,dialect,Dialect,
16674,Jedepo,Africa,5.17103,-8.1409,jede1238,,krua1234,,dialect,Dialect,
16675,Fopo-Bua,Africa,5.17103,-8.1409,fopo1238,,krua1234,,dialect,Dialect,
16676,Klepo,Africa,5.17103,-8.1409,klep1238,,krua1234,,dialect,Dialect,
16677,Northeastern Grebo,Africa,5.17103,-8.1409,nort2811,,krua1234,,dialect,Dialect,
16678,Chedepo,Africa,5.17103,-8.1409,ched1238,,krua1234,,dialect,Dialect,
16679,Barclayville Grebo,Africa,4.67843,-8.09378,barc1235,LR,krua1234,,language,Spoken_L1_Language,1
16680,Gboloo-Central Grebo,,4.817215,-7.77683,gbol1236,,krua1234,,family,Family,
16681,Saidi Arabic,Africa,25.4132,30.5302,said1239,EG;SD,afro1255,,language,Spoken_L1_Language,1
16682,Egyptian Arabic,Africa,31.0,31.0,egyp1253,EG;IL;LY,afro1255,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/egyp1251/egyp1254,language,Spoken_L1_Language,1
16683,Sudanese-Chadian Arabic,,11.213814166666666,22.89118333333333,suda1235,,afro1255,,family,Family,
16684,South Levantine Bedawi Arabic,Africa,29.6742,33.6113,sout3112,,afro1255,,dialect,Dialect,
16685,Nuclear Eastern Egyptian Bedawi Arabic,Africa,29.6742,33.6113,nucl1707,,afro1255,,dialect,Dialect,
16686,Northeast Egyptian Bedawi Arabic,Africa,29.6742,33.6113,nort3131,,afro1255,,dialect,Dialect,
16687,North Levantine Bedawi Arabic,Africa,29.6742,33.6113,nort3130,,afro1255,,dialect,Dialect,
16688,Xorasan-Qashqa-Darya Arabic,,38.059413,62.26488,xora1234,,afro1255,,family,Family,
16689,Tajiki Arabic,Eurasia,37.2176,67.3267,taji1248,AF;TJ;UZ,afro1255,,language,Spoken_L1_Language,3
16690,Euphrates Cluster,Eurasia,33.8178,43.1095,euph1238,,afro1255,,dialect,Dialect,
16691,Kawliya,Eurasia,33.8178,43.1095,koli1251,,afro1255,,dialect,Dialect,
16692,Anatolian Cluster,Eurasia,33.8178,43.1095,anat1256,,afro1255,,dialect,Dialect,
16693,Tigris Cluster,Eurasia,33.8178,43.1095,tigr1275,,afro1255,,dialect,Dialect,
16694,North Mesopotamian Arabic,Eurasia,36.2986,42.0047,nort3142,IQ;JO;SY;TR,afro1255,,language,Spoken_L1_Language,1
16695,Judeo-Iraqi Arabic,Eurasia,31.5339,41.2595,jude1266,GB;IL;IN;IQ,afro1255,,language,Spoken_L1_Language,1
16696,Omani Arabic,Eurasia,23.25,58.5,oman1239,AE;OM,afro1255,,language,Spoken_L1_Language,1
16697,Baharna Arabic,Eurasia,26.223615,50.580811,baha1259,BH;OM,afro1255,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/arab1393,language,Spoken_L1_Language,1
16698,Najdi Arabic,Eurasia,30.3371,42.1773,najd1235,AE;IL;IQ;JO;KW;LB;SA;SY;TR;YE,afro1255,,language,Spoken_L1_Language,1
16699,Dhofari Arabic,Eurasia,17.0796,54.4894,dhof1235,OM,afro1255,,language,Spoken_L1_Language,1
16700,Gulf Arabic,Eurasia,30.17,47.5,gulf1241,AE;BH;IQ;IR;KW;OM;QA;SA;YE,afro1255,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/arab1393,language,Spoken_L1_Language,1
16701,Judeo-Yemeni Arabic,Eurasia,15.0,45.0,jude1267,IL;YE,afro1255,,language,Spoken_L1_Language,2
16702,Sanaani Arabic,Eurasia,15.6552,44.8412,sana1295,SA;YE,afro1255,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/arab1393,language,Spoken_L1_Language,1
16703,South Hijazi,Eurasia,22.8346,38.9237,sout3118,,afro1255,,dialect,Dialect,
16704,Valley Tihaamah,Eurasia,22.8346,38.9237,vall1257,,afro1255,,dialect,Dialect,
16705,Coastal Tihaamah,Eurasia,22.8346,38.9237,coas1310,,afro1255,,dialect,Dialect,
16706,North Hijazi,Eurasia,22.8346,38.9237,nort3136,,afro1255,,dialect,Dialect,
16707,Ta'izzi,Eurasia,13.6555,45.6411,taiz1243,,afro1255,,dialect,Dialect,
16708,Adeni,Eurasia,13.6555,45.6411,aden1241,,afro1255,,dialect,Dialect,
16709,North-Central Lebanese Arabic,Eurasia,34.1709,36.0468,nort3141,,afro1255,,dialect,Dialect,
16710,Beqaa Arabic,Eurasia,34.1709,36.0468,beqa1238,,afro1255,,dialect,Dialect,
16711,South-Central Lebanese Arabic,Eurasia,34.1709,36.0468,sout3121,,afro1255,,dialect,Dialect,
16712,Iqlim-Al-Kharrub Sunni Arabic,Eurasia,34.1709,36.0468,iqli1238,,afro1255,,dialect,Dialect,
16713,North Lebanese Arabic,Eurasia,34.1709,36.0468,nort3140,,afro1255,,dialect,Dialect,
16714,Saida Sunni Arabic,Eurasia,34.1709,36.0468,said1240,,afro1255,,dialect,Dialect,
16715,Cilicia-Antioch Arabic,Eurasia,34.1709,36.0468,cili1234,,afro1255,,dialect,Dialect,
16716,Jdaideh Arabic,Eurasia,34.1709,36.0468,jdai1238,,afro1255,,dialect,Dialect,
16717,Aleppo,Eurasia,34.1709,36.0468,alep1241,,afro1255,,dialect,Dialect,
16718,South Levantine Arabic,Eurasia,31.5601,38.0837,sout3123,IL;JO;KW;PS;SA;SY,afro1255,,dialect,Dialect,1
16719,South Lebanese Arabic,Eurasia,34.1709,36.0468,sout3122,,afro1255,,dialect,Dialect,
16720,Sunni Beiruti Arabic,Eurasia,34.1709,36.0468,sunn1238,,afro1255,,dialect,Dialect,
16721,Standard Lebanese Arabic,Eurasia,34.1709,36.0468,stan1323,,afro1255,,dialect,Dialect,
16722,Kjal,Africa,33.5,-7.5,kjal1234,,afro1255,,dialect,Dialect,
16723,Wqal,Africa,33.5,-7.5,wqal1234,,afro1255,,dialect,Dialect,
16724,Constantine,Africa,35.4208,3.23033,cons1245,,afro1255,,dialect,Dialect,
16725,Algiers,Africa,35.4208,3.23033,algi1247,,afro1255,,dialect,Dialect,
16726,Oran,Africa,35.4208,3.23033,oran1236,,afro1255,,dialect,Dialect,
16727,Western Egyptian Bedawi Arabic,Africa,22.0032,15.0014,west2774,,afro1255,,dialect,Dialect,
16728,Eastern Libyan Arabic,Africa,22.0032,15.0014,east2691,,afro1255,,dialect,Dialect,
16729,Southern Libyan Arabic,Africa,22.0032,15.0014,sout3116,,afro1255,,dialect,Dialect,
16730,Tripolitanian Arabic,Africa,22.0032,15.0014,trip1239,,afro1255,,dialect,Dialect,
16731,Maltese,Eurasia,35.8884,14.4508,malt1254,MT,afro1255,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/nort3191,language,Spoken_L1_Language,1
16732,Tunisian Arabic,Africa,33.7966,9.56156,tuni1259,DZ;LY;TN,afro1255,,language,Spoken_L1_Language,1
16733,Andalusian Arabic,Eurasia,36.54,-5.2,anda1287,ES,afro1255,,language,Spoken_L1_Language,6
16734,Moroccan Arabic,Africa,32.5,-7.5,moro1292,DZ;EH;MA,afro1255,,language,Spoken_L1_Language,1
16735,Moabite,Eurasia,31.7761,35.1725,moab1234,JO,afro1255,,dialect,Dialect,6
16736,Edomite,Eurasia,31.7761,35.1725,edom1234,JO,afro1255,,dialect,Dialect,6
16737,Biblical Hebrew,Eurasia,31.7761,35.1725,bibl1238,,afro1255,,dialect,Dialect,
16738,Ammonite,Eurasia,31.7761,35.1725,ammo1234,JO,afro1255,,dialect,Dialect,
16739,Oriental Hebrew,Eurasia,31.1056,35.0179,orie1241,,afro1255,,dialect,Dialect,
16740,Standard Hebrew,Eurasia,31.1056,35.0179,stan1314,,afro1255,,dialect,Dialect,
16741,Punic,Africa,36.527295,10.356444,puni1241,TN,afro1255,afro1255/semi1276/west2786/cent2236/nort3165/cana1267/ugar1239/phoe1238,language,Spoken_L1_Language,6
16742,Phoenician,Eurasia,34.12,35.65,phoe1239,LB,afro1255,afro1255/semi1276/west2786/cent2236/nort3165/cana1267/ugar1239/phoe1238,language,Spoken_L1_Language,6
16743,Middle Aramaic,Eurasia,31.73632,35.43693,midd1366,PS,afro1255,,language,Spoken_L1_Language,6
16744,Western Aramaic,,33.0462945,35.8395,west2815,,afro1255,,family,Family,
16745,Eastern Aramaic,,35.86855095546433,44.50291346160451,east2680,,afro1255,,family,Family,
16746,Eastern Yemeni Mehri,Eurasia,16.793,52.473,east2679,,afro1255,,dialect,Dialect,
16747,Western Yemeni Mehri,Eurasia,16.793,52.473,west2936,,afro1255,,dialect,Dialect,
16748,Galila (Lake Wonchi),Africa,8.33561,38.4763,gali1268,,afro1255,,dialect,Dialect,
16749,Dobbi,Africa,8.33561,38.4763,dobi1240,,afro1255,,dialect,Dialect,
16750,Soddo,Africa,8.33561,38.4763,sodd1242,,afro1255,,dialect,Dialect,
16751,Mesmes,Africa,7.53825,37.5742,mesm1243,ET,afro1255,,language,Spoken_L1_Language,6
16752,Inoric,Africa,7.94883,37.7968,inor1238,ET,afro1255,,language,Spoken_L1_Language,1
16753,Gumer,Africa,8.11879,37.9891,gume1239,,afro1255,,dialect,Dialect,
16754,Chaha,Africa,8.11879,37.9891,chah1248,,afro1255,,dialect,Dialect,
16755,Gura (Semitic),Africa,8.11879,37.9891,gura1260,,afro1255,,dialect,Dialect,
16756,Ezha,Africa,8.11879,37.9891,ezha1238,,afro1255,,dialect,Dialect,
16757,Muher,Africa,8.11879,37.9891,muhe1234,,afro1255,,dialect,Dialect,
16758,Igzennaian,Africa,34.916974,-3.430616,igze1238,,afro1255,,dialect,Dialect,
16759,Metalsa,Africa,34.916974,-3.430616,meta1239,,afro1255,,dialect,Dialect,
16760,Beni Bou Yhi,Africa,34.916974,-3.430616,beni1252,,afro1255,,dialect,Dialect,
16761,Beni Touzine,Africa,34.916974,-3.430616,beni1250,,afro1255,,dialect,Dialect,
16762,Temsamane,Africa,34.916974,-3.430616,tems1234,,afro1255,,dialect,Dialect,
16763,Guelaya,Africa,34.916974,-3.430616,guel1234,,afro1255,,dialect,Dialect,
16764,Beni Oulichek,Africa,34.916974,-3.430616,beni1251,,afro1255,,dialect,Dialect,
16765,Arzeu,Africa,34.916974,-3.430616,arze1238,,afro1255,,dialect,Dialect,
16766,Arbore,Africa,4.92183,36.7986,arbo1245,ET,afro1255,afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/west2723,language,Spoken_L1_Language,3
16767,El Molo,Africa,2.79312,36.7619,elmo1238,KE,afro1255,afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/west2723,language,Spoken_L1_Language,6
16768,Daasanach,Africa,4.58879,35.9888,daas1238,ET;KE;SS,afro1255,afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/west2723,language,Spoken_L1_Language,2
16769,Rendille,Africa,2.27065,37.3608,rend1243,KE,afro1255,afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/east2653,language,Spoken_L1_Language,1
16770,Girirra,Africa,5.76,42.17,giri1245,ET,afro1255,,language,Spoken_L1_Language,1
16771,Maay,Africa,3.22288,43.6182,maay1238,ET;KE;SO,afro1255,,language,Spoken_L1_Language,1
16772,Karre-Boni,,0.4475450000000001,42.9601,karr1237,,afro1255,,family,Family,
16773,Somali,Africa,4.778704,45.152856,soma1255,DJ;ET;KE;SO,afro1255,afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/east2653,language,Spoken_L1_Language,1
16774,Dabarre-Tunni,,1.1397849999999998,43.50755,daba1261,,afro1255,,family,Family,
16775,Baiso-Jiiddu,,4.146225,40.94875,bais1247,,afro1255,,family,Family,
16776,Gidole-Bussa,,5.677194999999999,37.30215,gido1236,,afro1255,,family,Family,
16777,Konso,Africa,5.39111,37.53,kons1243,ET,afro1255,afro1255/cush1243/east2699/lowl1267/sout3055/main1283/nucl1701/kons1242,language,Spoken_L1_Language,1
16778,Central-Eastern Oromo,,2.1231775,39.196447500000005,cent2302,,afro1255,,family,Family,
16779,West Central Oromo,Africa,8.81391,36.7365,west2721,ET;SD,afro1255,,language,Spoken_L1_Language,1
16780,Harso,Africa,5.37869,37.2737,hars1238,,afro1255,,dialect,Dialect,
16781,Gollango,Africa,5.37869,37.2737,goll1242,,afro1255,,dialect,Dialect,
16782,Gorose,Africa,5.37869,37.2737,goro1271,,afro1255,,dialect,Dialect,
16783,Gobeze,Africa,5.37869,37.2737,gobe1239,,afro1255,,dialect,Dialect,
16784,Gergere,Africa,5.37869,37.2737,gerg1238,,afro1255,,dialect,Dialect,
16785,Dihina,Africa,5.37869,37.2737,dihi1238,,afro1255,,dialect,Dialect,
16786,Soro,Africa,7.57377,37.7577,soro1243,,afro1255,,dialect,Dialect,
16787,Leemo,Africa,7.57377,37.7577,leem1242,,afro1255,,dialect,Dialect,
16788,Tambaro,Africa,7.37582,37.9088,tamb1268,,afro1255,,dialect,Dialect,
16789,Qebena,Africa,7.37582,37.9088,qebe1239,,afro1255,,dialect,Dialect,
16790,Timbaro,Africa,7.37582,37.9088,timb1262,,afro1255,,dialect,Dialect,
16791,Kushi,Africa,9.40731,10.9396,kush1236,NG,afro1255,,language,Spoken_L1_Language,1
16792,Piya-Kwonci,Africa,9.31975,10.8379,piya1245,NG,afro1255,,language,Spoken_L1_Language,1
16793,Pero,Africa,9.62092,11.044,pero1241,NG,afro1255,,language,Spoken_L1_Language,1
16794,Tangale-Kwami-Kupto,,10.157595,11.290025,tang1378,,afro1255,,family,Family,
16795,Shellen,Africa,10.072,12.0256,shel1247,,afro1255,,dialect,Dialect,
16796,Gasi,Africa,10.072,12.0256,gasi1239,,afro1255,,dialect,Dialect,
16797,Shani,Africa,10.072,12.0256,shan1290,,afro1255,,dialect,Dialect,
16798,Galambu-Bele,,10.49920875,10.53170375,gala1265,,afro1255,,family,Family,
16799,Gera-Geruma-Kubi-Deno,,10.5423675,10.1547025,gera1247,,afro1255,,family,Family,
16800,Jalalam,Africa,12.5176,10.8732,jala1241,,afro1255,,dialect,Dialect,
16801,Kwarta Mataci,Africa,12.5176,10.8732,kwar1243,,afro1255,,dialect,Dialect,
16802,Birkai,Africa,12.5176,10.8732,birk1246,,afro1255,,dialect,Dialect,
16803,Bure,Africa,10.4603,10.4554,bure1242,NG,afro1255,afro1255/chad1250/west2785/west2714/west2799/west2715/bole1261/unun9876,language,Spoken_L1_Language,5
16804,Maaka,Africa,11.5007,11.9035,maak1236,NG,afro1255,,language,Spoken_L1_Language,2
16805,Kholok,Africa,9.33645,10.9671,khol1240,NG,afro1255,,language,Spoken_L1_Language,2
16806,Nyam,Africa,9.18024,10.83652,nyam1285,NG,afro1255,afro1255/chad1250/west2785/west2714/west2799/west2715/bole1261/unun9876,language,Spoken_L1_Language,2
16807,Piapung-Koenoem,,9.05334,9.451775,piap1250,,afro1255,,family,Family,
16808,Tal,Africa,9.15354,9.50774,tall1250,NG,afro1255,,language,Spoken_L1_Language,1
16809,Baltap-Lalin,Africa,9.01778,9.65014,balt1262,,afro1255,,dialect,Dialect,
16810,Nuclear Montol,Africa,9.01778,9.65014,nucl1699,,afro1255,,dialect,Dialect,
16811,Doka (Nigeria),Africa,9.20477,9.33752,doka1247,,afro1255,,dialect,Dialect,
16812,Jakattoe,Africa,9.065,9.361,jort1240,NG,afro1255,,language,Spoken_L1_Language,2
16813,Pan,Africa,8.79947,9.15279,kofy1242,NG,afro1255,,language,Spoken_L1_Language,1
16814,Nteng,Africa,9.007,9.086,nucl1698,NG,afro1255,,language,Spoken_L1_Language,1
16815,Mushere,Africa,9.00924,9.16071,mush1239,,afro1255,,dialect,Dialect,
16816,Chakfem,Africa,9.00924,9.16071,chak1276,,afro1255,,dialect,Dialect,
16817,Shirawa,Africa,12.789,10.6557,shir1268,NG,afro1255,,dialect,Dialect,
16818,Western Bade,Africa,12.789,10.6557,west2711,,afro1255,,dialect,Dialect,
16819,Gashua Bade,Africa,12.789,10.6557,gash1250,,afro1255,,dialect,Dialect,
16820,Southern Bade,Africa,12.789,10.6557,sout3053,,afro1255,,dialect,Dialect,
16821,Teshenawa,Africa,9.64189,8.35594,tesh1239,NG,afro1255,,language,Spoken_L1_Language,6
16822,Auyokawa,Africa,9.85747,11.322,auyo1240,NG,afro1255,,language,Spoken_L1_Language,6
16823,Fursum,Africa,10.9234,9.71505,furs1241,,afro1255,,dialect,Dialect,
16824,Demshin,Africa,10.9234,9.71505,dems1243,,afro1255,,dialect,Dialect,
16825,Faishang,Africa,10.9234,9.71505,fais1241,,afro1255,,dialect,Dialect,
16826,Federe,Africa,10.9234,9.71505,fede1238,,afro1255,,dialect,Dialect,
16827,Kariya,Africa,11.0119,9.63992,kari1316,NG,afro1255,,language,Spoken_L1_Language,3
16828,Warji-Gala,Africa,11.1718,9.56925,warj1253,NG,afro1255,,language,Spoken_L1_Language,2
16829,Dyarim,Africa,10.03,9.065,dyar1234,NG,afro1255,,language,Spoken_L1_Language,4
16830,Zari,Africa,9.71269,9.40332,zari1242,NG,afro1255,,language,Spoken_L1_Language,6
16831,Saya,Africa,9.69441,9.71748,saya1246,NG,afro1255,afro1255/chad1250/west2785/west2790/west2800/sout3162/sout3170/zaks1240,language,Spoken_L1_Language,2
16832,Nuclear Zeemic,,10.074316666666666,9.258426666666669,nucl1831,,afro1255,,family,Family,
16833,Dokshi,Africa,10.03206,9.41984,lush1256,NG,afro1255,,language,Spoken_L1_Language,6
16834,Zodi,Africa,9.9325,9.51838,zodi1234,,afro1255,,dialect,Dialect,
16835,Wandi,Africa,9.9325,9.51838,wand1279,,afro1255,,dialect,Dialect,
16836,Durr-Baraza,Africa,9.9325,9.51838,durr1240,,afro1255,,dialect,Dialect,
16837,Zumbul,Africa,9.9325,9.51838,zumb1241,,afro1255,,dialect,Dialect,
16838,Gyaazi,Africa,10.34776,9.64965,nucl1692,NG,afro1255,,language,Spoken_L1_Language,3
16839,Bu (Zaranda),Africa,10.28,9.57,zara1252,NG,afro1255,,language,Spoken_L1_Language,1
16840,Luri,Africa,10.059,9.59745,luri1256,NG,afro1255,,language,Spoken_L1_Language,6
16841,Polcic,,10.18521166666667,9.676326666666666,polc1245,,afro1255,,family,Family,
16842,Gar,Africa,9.87332,10.162,garr1238,,afro1255,,dialect,Dialect,
16843,Dooka,Africa,9.87332,10.162,dook1241,,afro1255,,dialect,Dialect,
16844,Karakara,Africa,9.87332,10.162,kara1505,,afro1255,,dialect,Dialect,
16845,Kuuku,Africa,9.87332,10.162,kuuk1242,,afro1255,,dialect,Dialect,
16846,Mbaaru,Africa,9.87332,10.162,mbaa1250,,afro1255,,dialect,Dialect,
16847,Lungu,Africa,9.87332,10.162,lung1252,,afro1255,,dialect,Dialect,
16848,Gayar,Africa,9.87332,10.162,gaya1251,,afro1255,,dialect,Dialect,
16849,Zumo,Africa,10.7299,9.8118,zumo1248,,afro1255,,dialect,Dialect,
16850,Tala-Zamwar,,10.2307,9.800755,tala1298,,afro1255,,family,Family,
16851,Ju,Africa,10.1845,9.81175,juuu1243,NG,afro1255,,language,Spoken_L1_Language,3
16852,Mangas,Africa,10.0839,9.76103,mang1416,NG,afro1255,,language,Spoken_L1_Language,3
16853,Kir-Balar,Africa,10.1456,9.77003,kirb1236,NG,afro1255,,language,Spoken_L1_Language,2
16854,Nuclear Tumak,Africa,9.43747,17.4216,nucl1676,,afro1255,,dialect,Dialect,
16855,Mod,Africa,9.43747,17.4216,modd1238,,afro1255,,dialect,Dialect,
16856,Ndam-Ndam,Africa,9.79369,17.326,ndam1253,,afro1255,,dialect,Dialect,
16857,Ndam Dik,Africa,9.79369,17.326,ndam1252,,afro1255,,dialect,Dialect,
16858,Buruwa,Africa,9.42071,16.9423,buru1318,,afro1255,,dialect,Dialect,
16859,Kimruwa,Africa,9.42071,16.9423,kimr1242,,afro1255,,dialect,Dialect,
16860,Tchire,Africa,9.42071,16.9423,tchi1253,,afro1255,,dialect,Dialect,
